Order,PID,Lot.Frontage,Lot.Area,Year.Built,Year.Remod.Add,Mas.Vnr.Area,BsmtFin.SF.1,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Yr.Blt,Garage.Cars,Garage.Area,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Misc.Val,Mo.Sold,Yr.Sold,SalePrice,MS.SubClass.fact,MS.Zoning.fact,Street.fact,Lot.Shape.fact,Land.Contour.fact,Utilities.fact,Lot.Config.fact,Land.Slope.fact,Neighborhood.fact,Condition.1.fact,Condition.2.fact,Bldg.Type.fact,House.Style.fact,Overall.Qual.fact,Overall.Cond.fact,Roof.Style.fact,Roof.Matl.fact,Exterior.1st.fact,Exterior.2nd.fact,Mas.Vnr.Type.fact,Exter.Qual.fact,Exter.Cond.fact,Foundation.fact,Bsmt.Qual.fact,Bsmt.Cond.fact,Bsmt.Exposure.fact,BsmtFin.Type.1.fact,BsmtFin.Type.2.fact,Heating.fact,Heating.QC.fact,Central.Air.fact,Electrical.fact,Kitchen.Qual.fact,Functional.fact,Garage.Type.fact,Garage.Finish.fact,Garage.Qual.fact,Garage.Cond.fact,Paved.Drive.fact,Sale.Type.fact,Sale.Condition.fact,TotalArea,HasFireplace,Remodeled
2227,909452102,NA,17871,1995,1996,0,0,0,1680,1680,1680,0,0,1680,0,0,2,0,4,1,7,0,1996,2,628,152,0,0,0,0,0,0,6,2007,170000,20,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,3360,0,1
2228,909455060,35,3907,1988,1988,0,577,0,427,1004,1020,0,0,1020,1,0,1,0,1,1,4,0,1988,2,509,135,0,0,0,0,0,0,3,2007,200000,120,RM,Pave,IR1,Bnk,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2024,0,0
2229,909475050,NA,20693,1971,1971,652,434,0,1262,1696,1696,0,0,1696,0,0,2,0,3,1,7,2,1971,2,625,0,146,0,0,0,0,0,2,2007,198000,20,RL,Pave,IR1,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3392,1,0
2230,909475070,NA,32668,1957,1975,NA,1219,0,816,2035,2515,0,0,2515,1,0,3,0,4,2,9,2,1975,2,484,0,0,200,0,0,0,0,3,2007,200624,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Stone,NA,Gd,Gd,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Maj1,Attchd,RFn,TA,TA,Y,WD ,Alloca,4550,1,1
2231,909475230,70,18044,1986,1986,0,0,0,279,279,2726,0,0,2726,0,0,2,1,2,1,6,1,1986,2,691,216,64,169,0,0,228,0,8,2007,315000,20,RL,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,WdShing,Plywood,None,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,Gd,Gd,Y,WD ,Normal,3005,1,0
2232,910200040,85,8500,1919,2005,0,0,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,NA,0,0,0,0,144,0,0,0,0,8,2007,115000,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasW,TA,N,FuseF,Fa,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Normal,2310,0,1
2233,910200110,50,7000,1940,1950,0,375,0,345,720,720,495,0,1215,0,0,1,0,3,1,6,0,1965,2,720,0,0,30,0,0,0,0,5,2007,141000,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Gd,Y,FuseA,Gd,Typ,Detchd,Fin,TA,TA,Y,WD ,Normal,1935,0,1
2234,910201020,50,5000,1941,1950,0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,1941,2,360,0,0,244,0,0,0,0,12,2007,87000,45,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Po,N,FuseF,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,1523,0,1
2235,910201050,50,7288,1925,2003,0,0,0,936,936,936,665,0,1601,0,0,2,0,3,1,6,0,NA,0,0,0,0,0,176,0,0,0,9,2007,129850,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,Po,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Normal,2537,0,1
2236,910201110,50,6060,1939,1950,0,0,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1979,1,264,0,0,140,0,0,0,0,6,2007,100000,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,P,WD ,Normal,1855,0,1
2237,910201180,50,9060,1923,1999,0,548,0,311,859,942,886,0,1828,0,0,2,0,3,1,6,0,NA,NA,NA,174,0,212,0,0,0,0,3,2007,150909,70,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,NA,NA,NA,Y,WD ,Alloca,2687,0,1
2238,910202030,46,3672,1922,1950,0,0,0,816,816,816,0,0,816,0,0,1,0,2,1,5,0,1922,1,100,0,0,96,0,0,0,0,9,2007,75200,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,Fa,Fa,N,WD ,Normal,1632,0,1
2239,910203290,59,8263,1920,1950,0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1920,1,308,0,22,112,0,0,0,0,5,2007,118400,30,RM,Pave,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Normal,2024,1,1
2240,910204090,60,8967,1920,1950,0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,0,0,11,2007,67000,30,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Detchd,Unf,Po,Po,N,WD ,Abnorml,2038,0,1
2241,910205130,75,13710,1950,1950,0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1950,1,282,289,0,0,0,0,0,0,6,2007,152000,50,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2468,0,0
2242,910206010,64,11067,1939,1950,0,0,0,0,0,640,0,205,845,0,0,1,0,1,1,4,0,1950,1,256,48,0,0,0,0,0,0,3,2007,68104,50,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,Ex,Y,SBrkr,TA,Maj2,Detchd,Unf,TA,Fa,N,WD ,Normal,845,0,1
2243,911103060,75,8250,1895,2006,0,0,0,957,957,1034,957,0,1991,0,0,2,0,4,2,9,0,NA,0,0,0,0,133,0,0,0,0,6,2007,119600,190,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,No Garage,NA,No Garage,No Garage,N,WD ,Normal,2948,0,1
2244,911128010,65,6565,1957,1980,0,967,0,106,1073,1073,0,0,1073,1,0,1,0,3,1,6,0,1985,2,720,0,444,0,0,0,0,0,8,2007,140000,20,C (all),Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD ,Abnorml,2146,0,1
2245,911128020,60,6060,1930,2007,0,737,0,100,837,1001,0,0,1001,0,0,1,0,2,1,5,0,1930,1,216,154,0,42,86,0,0,0,11,2007,124900,30,C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,MetalSd,MetalSd,None,Gd,Gd,BrkTil,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,Po,N,WD ,Normal,1838,0,1
2246,911370450,59,5568,2006,2007,473,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,495,123,0,0,0,153,0,0,10,2007,375000,120,RM,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,3198,1,1
2247,911370460,44,4750,2006,2007,481,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,538,123,0,0,0,153,0,0,12,2007,235000,120,RM,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Family,3198,1,1
2248,914452090,NA,12150,1979,1979,0,1001,0,0,1001,1299,0,0,1299,1,0,2,0,2,1,5,1,1979,2,486,84,0,222,0,0,0,0,1,2007,183500,85,RL,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,HdBoard,Wd Shng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,WD ,Normal,2300,1,0
2249,914452120,NA,7540,1978,1978,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978,2,470,0,0,0,0,192,0,0,6,2007,156000,85,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,1800,1,0
2250,914452190,71,9187,1983,1983,0,336,0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,1983,2,484,120,0,158,0,0,0,0,6,2007,134000,20,RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2164,0,0
2251,914460020,80,10000,2002,2002,166,585,0,856,1441,1392,0,0,1392,0,0,2,0,3,1,6,1,2002,3,650,168,49,0,0,0,0,0,12,2007,215000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2833,1,0
2252,914460110,44,12864,2002,2002,0,1392,0,17,1409,1409,0,0,1409,1,0,1,1,1,1,4,1,2002,2,576,0,144,0,0,145,0,0,7,2007,245000,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2818,1,0
2253,914476330,NA,9928,1991,1992,0,1239,0,215,1454,1478,0,0,1478,1,0,2,0,3,1,6,1,1991,2,506,114,22,0,0,0,0,0,5,2007,210000,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2932,1,1
2254,914478020,NA,8750,1975,1975,50,224,530,98,852,918,0,0,918,0,1,1,0,3,0,4,0,1975,1,360,192,84,0,0,0,0,0,3,2007,148000,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Av,Rec,GLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,1770,0,0
2255,914478100,82,8410,1974,1974,0,924,0,46,970,1026,0,0,1026,1,0,1,0,2,1,5,1,1974,2,528,193,0,0,0,0,0,0,4,2007,143000,85,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,1996,1,0
2256,916226090,46,4054,1987,1987,352,949,0,552,1501,1501,0,0,1501,1,0,2,0,2,1,5,2,1987,2,512,240,0,0,0,0,0,0,10,2007,244000,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,BrkTil,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3002,1,0
2257,916253320,NA,9763,1998,1998,239,1102,72,328,1502,1502,0,0,1502,1,0,1,1,1,1,5,1,1998,1,286,0,0,0,0,0,0,0,9,2007,330000,120,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3004,1,0
2258,916326040,115,16905,1959,1959,0,967,0,383,1350,1328,0,0,1328,0,1,1,1,2,1,5,2,1959,1,308,0,104,0,0,0,0,0,7,2007,170000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,P,WD ,Normal,2678,1,0
2259,916326090,149,19958,1958,1995,1224,0,0,585,585,2279,0,0,2279,0,0,2,1,4,1,7,1,1958,2,461,274,0,0,0,138,0,0,7,2007,257000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2864,1,1
2260,916384050,67,8368,2006,2007,0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007,2,433,100,39,0,0,0,0,0,4,2007,231713,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,3378,0,1
2261,916384070,68,8298,2006,2007,NA,583,0,963,1546,1564,0,0,1564,0,0,2,0,2,1,6,1,2207,2,502,132,0,0,0,0,0,0,9,2007,267300,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,NA,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,New,Partial,3110,1,1
2262,916384080,64,9037,2006,2006,32,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2006,2,472,120,33,0,0,0,0,0,12,2007,265900,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2960,1,0
2263,916384150,89,10991,2007,2007,80,0,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007,3,722,100,36,0,0,0,0,0,12,2007,239000,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,3142,1,0
2264,916386170,67,10656,2006,2007,274,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,2007,3,870,192,80,0,0,0,0,0,11,2007,248900,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial,3284,1,1
2265,916403040,42,10331,1985,1985,0,215,80,970,1265,1240,0,0,1240,0,1,2,0,3,1,6,0,1985,2,528,232,0,0,0,0,0,0,7,2007,174000,20,RL,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2505,0,0
2266,916403290,44,13758,1990,1991,117,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,1990,2,400,168,36,0,0,0,0,0,4,2007,187500,50,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD ,Normal,2873,1,1
2267,916455010,NA,9303,1996,1997,42,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,1996,2,422,144,122,0,0,0,0,0,7,2007,204000,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2628,0,1
2268,916455050,NA,6718,2001,2001,86,250,0,1017,1267,1312,0,0,1312,0,0,2,0,2,1,5,0,2001,2,471,256,28,0,0,0,0,0,1,2007,180500,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD ,Normal,2579,0,0
2269,916455110,73,9590,2003,2003,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,0,0,5,2007,187500,80,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2014,1,0
2270,916455150,80,11305,2002,2002,886,1329,0,593,1922,1922,0,0,1922,1,0,2,0,2,1,6,1,2002,3,692,201,64,0,0,0,0,0,4,2007,282000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3844,1,0
2271,916460020,NA,7777,1996,1996,203,0,0,1491,1491,1491,0,0,1491,0,0,2,0,3,1,7,1,1996,2,571,0,35,0,0,0,0,0,11,2007,178000,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,2982,1,0
2272,916475020,85,14536,2002,2003,236,1300,0,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,2002,3,808,0,252,0,0,0,0,0,11,2007,270000,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD ,Normal,3245,1,1
2273,916477060,NA,11800,2003,2004,94,766,0,356,1122,1146,1340,0,2486,1,0,3,1,5,1,10,1,2003,2,452,143,32,0,0,0,0,0,7,2007,279900,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD ,Normal,3608,1,1
2274,917425190,50,35133,1963,1963,226,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,1963,3,995,0,263,0,0,263,0,0,5,2007,186700,20,RL,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,2Types,RFn,TA,TA,Y,WD ,Normal,3144,1,0
2275,921126010,93,15306,2006,2007,100,80,0,1652,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,2006,3,712,0,0,0,0,0,0,0,5,2007,283463,20,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial,3508,1,1
2276,921128030,85,12633,2006,2007,242,0,0,1824,1824,1824,0,0,1824,0,0,2,0,3,1,8,1,2006,3,932,160,36,0,0,108,0,0,9,2007,392000,20,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,Ex,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,3648,1,1
2277,921205070,88,12665,2005,2006,245,0,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2,2007,281213,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,Gd,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD ,Normal,3576,1,1
